Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
Entpd7	ENSMUST00000081079.5	ectonucleoside triphosphate diphosphohydrolase 7 	146	1	0	0	1	2	mmu-miR-146a-3p	-0.08	-0.10	< 0.1
Phtf2	ENSMUST00000118174.2	putative homeodomain transcription factor 2 	1787	1	1	0	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Mrpl48	ENSMUST00000150042.2	mitochondrial ribosomal protein L48 	135	3	0	1	2	0	mmu-miR-146a-3p	-0.08	-0.26	< 0.1
Mmab	ENSMUST00000031560.8	methylmalonic aciduria (cobalamin deficiency) type B homolog (human) 	669	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.10	< 0.1
Tcta	ENSMUST00000044725.7	T cell leukemia translocation altered gene 	122	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.11	< 0.1
Sell	ENSMUST00000097491.4	selectin, lymphocyte 	142	2	0	0	2	2	mmu-miR-146a-3p	-0.08	-0.35	< 0.1
Aagab	ENSMUST00000041551.7	alpha- and gamma-adaptin binding protein 	239	2	0	0	2	0	mmu-miR-146a-3p	-0.08	-0.16	< 0.1
AU022252	ENSMUST00000141112.1	expressed sequence AU022252 	907	2	1	0	1	2	mmu-miR-146a-3p	-0.08	-0.29	< 0.1
Kmt2c	ENSMUST00000045291.8	lysine (K)-specific methyltransferase 2C 	655	3	0	1	2	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Sfmbt2	ENSMUST00000041105.6	Scm-like with four mbt domains 2 	19	2	0	0	2	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Wars2	ENSMUST00000004343.2	tryptophanyl tRNA synthetase 2 (mitochondrial) 	378	2	0	1	1	0	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Wdr92	ENSMUST00000046955.6	WD repeat domain 92 	1111	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gm3642	ENSMUST00000166895.2	predicted gene 3642 	5	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gpr26	ENSMUST00000045840.4	G protein-coupled receptor 26 	5	1	0	1	0	2	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Pvr	ENSMUST00000043517.7	poliovirus receptor 	24	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Zfp850	ENSMUST00000180502.2	zinc finger protein 850 	181	2	0	1	1	1	mmu-miR-146a-3p	-0.08	-0.36	< 0.1
Pfas	ENSMUST00000021282.6	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) 	2260	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Klhl20	ENSMUST00000111611.2	kelch-like 20 	158	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Mettl16	ENSMUST00000141755.2	methyltransferase like 16 	464	5	2	1	2	2	mmu-miR-146a-3p	-0.08	-0.41	< 0.1
Dram1	ENSMUST00000020249.1	DNA-damage regulated autophagy modulator 1 	77	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.16	< 0.1
Zfp575	ENSMUST00000094705.2	zinc finger protein 575 	21	2	1	0	1	0	mmu-miR-146a-3p	-0.08	-0.36	< 0.1
Sppl2a	ENSMUST00000028844.5	signal peptide peptidase like 2A 	2176	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Prr15l	ENSMUST00000107636.3	proline rich 15-like 	14	1	0	0	1	3	mmu-miR-146a-3p	-0.08	-0.23	< 0.1
Cntnap2	ENSMUST00000114641.2	contactin associated protein-like 2 	89	1	0	0	1	2	mmu-miR-146a-3p	-0.08	-0.29	< 0.1
Epc1	ENSMUST00000050542.5	enhancer of polycomb homolog 1 (Drosophila) 	241	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.17	< 0.1
Ssr3	ENSMUST00000029414.6	signal sequence receptor, gamma 	5666	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Tcp11l1	ENSMUST00000111118.2	t-complex 11 like 1 	53	2	0	2	0	1	mmu-miR-146a-3p	-0.08	-0.12	< 0.1
Tecrl	ENSMUST00000053543.5	trans-2,3-enoyl-CoA reductase-like 	429	2	0	2	0	1	mmu-miR-146a-3p	-0.08	-0.27	< 0.1
Slc7a11	ENSMUST00000029297.4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 	57	2	0	2	0	4	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Shisa3	ENSMUST00000087241.5	shisa homolog 3 (Xenopus laevis) 	77	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gm14288	ENSMUST00000123863.1	predicted gene 14288 	0	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Usp36	ENSMUST00000106296.3	ubiquitin specific peptidase 36 	141	1	1	0	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gm5423	ENSMUST00000168554.1	predicted gene 5423 	2	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Prodh	ENSMUST00000003620.6	proline dehydrogenase 	1676	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Umodl1	ENSMUST00000114555.1	uromodulin-like 1 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Ythdc2	ENSMUST00000037763.7	YTH domain containing 2 	288	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gosr2	ENSMUST00000021329.8	golgi SNAP receptor complex member 2 	1442	2	0	2	0	2	mmu-miR-146a-3p	-0.08	-0.13	< 0.1
2610008E11Rik	ENSMUST00000039271.6	RIKEN cDNA 2610008E11 gene 	147	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Pln	ENSMUST00000163319.2	phospholamban 	65608	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.18	< 0.1
Dip2a	ENSMUST00000160048.2	DIP2 disco-interacting protein 2 homolog A (Drosophila) 	150	1	1	0	0	2	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Tmem178b	ENSMUST00000061740.7	transmembrane protein 178B 	8	2	1	0	1	2	mmu-miR-146a-3p	-0.08	-0.18	< 0.1
Gm9938	ENSMUST00000067077.1	predicted gene 9938 	1271	1	1	0	0	2	mmu-miR-146a-3p	-0.08	-0.31	< 0.1
Ipo8	ENSMUST00000048418.8	importin 8 	500	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Rxra	ENSMUST00000077257.6	retinoid X receptor alpha 	3750	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Dcun1d4	ENSMUST00000063882.6	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) 	353	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Zdhhc24	ENSMUST00000006632.7	zinc finger, DHHC domain containing 24 	118	1	1	0	0	0	mmu-miR-146a-3p	-0.08	-0.10	< 0.1
Nras	ENSMUST00000029445.7	neuroblastoma ras oncogene 	1567	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.17	< 0.1
Btbd11	ENSMUST00000105307.2	BTB (POZ) domain containing 11 	120	1	0	0	1	1	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Rgs18	ENSMUST00000027603.3	regulator of G-protein signaling 18 	49	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Adora1	ENSMUST00000086465.5	adenosine A1 receptor 	98	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Hoxc5	ENSMUST00000001709.2	homeobox C5 	63	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Ankrd66	ENSMUST00000178772.1	ankyrin repeat domain 66 	41	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Rims1	ENSMUST00000115273.3	regulating synaptic membrane exocytosis 1 	27	2	1	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Tdg	ENSMUST00000151390.2	thymine DNA glycosylase 	15	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.12	< 0.1
Dennd6a	ENSMUST00000037585.7	DENN/MADD domain containing 6A 	582	2	0	1	1	0	mmu-miR-146a-3p	-0.08	-0.14	< 0.1
Mal	ENSMUST00000028854.9	myelin and lymphocyte protein, T cell differentiation protein 	244	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Nlgn3	ENSMUST00000118111.2	neuroligin 3 	18	2	0	0	2	1	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Acss3	ENSMUST00000165067.2	acyl-CoA synthetase short-chain family member 3 	204	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Tdrp	ENSMUST00000062613.5	testis development related protein 	436	1	0	1	0	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Rbbp8nl	ENSMUST00000038529.1	RBBP8 N-terminal like 	162	2	1	0	1	0	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Sit1	ENSMUST00000030180.6	suppression inducing transmembrane adaptor 1 	17	2	0	1	1	0	mmu-miR-146a-3p	-0.08	-0.11	< 0.1
Tmem214	ENSMUST00000046349.8	transmembrane protein 214 	1168	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Gm12353	ENSMUST00000108250.2	predicted gene 12353 	12	2	0	1	1	3	mmu-miR-146a-3p	-0.08	-0.13	< 0.1
Cdc42se2	ENSMUST00000064104.7	CDC42 small effector 2 	5132	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Zfp605	ENSMUST00000112528.2	zinc finger protein 605 	53	1	0	0	1	0	mmu-miR-146a-3p	-0.08	-0.09	< 0.1
Ncs1	ENSMUST00000000199.7	neuronal calcium sensor 1 	761	1	0	1	0	1	mmu-miR-146a-3p	-0.08	-0.08	< 0.1
Hddc3	ENSMUST00000032747.5	HD domain containing 3 	110	1	0	0	1	3	mmu-miR-146a-3p	-0.08	-0.18	< 0.1
Frmd6	ENSMUST00000057859.7	FERM domain containing 6 	8	2	0	0	2	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Psg29	ENSMUST00000075934.5	pregnancy-specific glycoprotein 29 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Rnpep	ENSMUST00000077340.8	arginyl aminopeptidase (aminopeptidase B) 	545	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Poll	ENSMUST00000026239.6	polymerase (DNA directed), lambda 	19	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gga1	ENSMUST00000041587.7	golgi associated, gamma adaptin ear containing, ARF binding protein 1 	648	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Dvl1	ENSMUST00000030948.10	dishevelled, dsh homolog 1 (Drosophila) 	111	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ppard	ENSMUST00000002320.9	peroxisome proliferator activator receptor delta 	404	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Zc3hav1l	ENSMUST00000058524.2	zinc finger CCCH-type, antiviral 1-like 	144	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Id1	ENSMUST00000109824.1	inhibitor of DNA binding 1 	2144	2	0	2	0	0	mmu-miR-146a-3p	-0.07	-0.17	< 0.1
Cldn19	ENSMUST00000094823.3	claudin 19 	40	2	0	1	1	4	mmu-miR-146a-3p	-0.07	-0.23	< 0.1
Sh3d19	ENSMUST00000182666.2	SH3 domain protein D19 	1700	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
AU041133	ENSMUST00000105314.2	expressed sequence AU041133 	97	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Ajuba	ENSMUST00000054487.8	ajuba LIM protein 	811	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Npr2	ENSMUST00000107874.3	natriuretic peptide receptor 2 	741	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Rab27b	ENSMUST00000121693.2	RAB27B, member RAS oncogene family 	206	2	0	0	2	1	mmu-miR-146a-3p	-0.07	-0.20	< 0.1
Plxna3	ENSMUST00000004326.3	plexin A3 	231	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Lrtm1	ENSMUST00000055662.2	leucine-rich repeats and transmembrane domains 1 	600	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Rer1	ENSMUST00000030914.3	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) 	6050	2	1	0	1	0	mmu-miR-146a-3p	-0.07	-0.43	< 0.1
Zbtb34	ENSMUST00000113158.2	zinc finger and BTB domain containing 34 	575	3	0	2	1	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Pikfyve	ENSMUST00000081154.8	phosphoinositide kinase, FYVE finger containing 	1130	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Klhl36	ENSMUST00000034287.8	kelch-like 36 	130	1	0	0	1	3	mmu-miR-146a-3p	-0.07	-0.15	< 0.1
Rora	ENSMUST00000034766.8	RAR-related orphan receptor alpha 	953	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Nsdhl	ENSMUST00000033715.4	NAD(P) dependent steroid dehydrogenase-like 	1742	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.43	< 0.1
Srp54b	ENSMUST00000110708.2	signal recognition particle 54B 	5	2	0	0	2	0	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Zfp568	ENSMUST00000146074.2	zinc finger protein 568 	896	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Gnpda1	ENSMUST00000063814.9	glucosamine-6-phosphate deaminase 1 	25	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
R3hcc1l	ENSMUST00000026188.4	R3H domain and coiled-coil containing 1 like 	77	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Slc6a3	ENSMUST00000022100.6	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3 	5	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Oprk1	ENSMUST00000160777.2	opioid receptor, kappa 1 	5	1	0	1	0	2	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Tnpo1	ENSMUST00000109399.3	transportin 1 	7052	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Lrrc38	ENSMUST00000052458.2	leucine rich repeat containing 38 	32	2	0	2	0	3	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Tmem206	ENSMUST00000027940.5	transmembrane protein 206 	572	1	0	1	0	3	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Pon1	ENSMUST00000002663.6	paraoxonase 1 	318	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.34	< 0.1
Alkbh5	ENSMUST00000044250.3	alkB, alkylation repair homolog 5 (E. coli) 	3172	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Tango6	ENSMUST00000048359.4	transport and golgi organization 6 	173	2	1	0	1	3	mmu-miR-146a-3p	-0.07	-0.20	< 0.1
Tmem173	ENSMUST00000115728.3	transmembrane protein 173 	165	4	1	1	2	3	mmu-miR-146a-3p	-0.07	-0.35	< 0.1
Adarb1	ENSMUST00000020496.8	adenosine deaminase, RNA-specific, B1 	243	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Samd13	ENSMUST00000125965.2	sterile alpha motif domain containing 13 	50	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Nqo2	ENSMUST00000021843.6	NAD(P)H dehydrogenase, quinone 2 	1603	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
B4galt6	ENSMUST00000070080.5	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 	498	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.13	< 0.1
Canx	ENSMUST00000179865.2	calnexin 	9728	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.11	< 0.1
Gm6768	ENSMUST00000022467.9	predicted gene 6768 	7	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Mrgprf	ENSMUST00000117718.1	MAS-related GPR, member F 	69	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Six1	ENSMUST00000050029.7	sine oculis-related homeobox 1 	709	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Camk2d	ENSMUST00000106402.2	calcium/calmodulin-dependent protein kinase II, delta 	2626	2	1	0	1	1	mmu-miR-146a-3p	-0.07	-0.48	< 0.1
Galnt13	ENSMUST00000112636.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 	109	1	0	1	0	2	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Mapk8ip2	ENSMUST00000023291.5	mitogen-activated protein kinase 8 interacting protein 2 	35	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.13	< 0.1
Igfbp5	ENSMUST00000027377.8	insulin-like growth factor binding protein 5 	3110	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Fnbp1l	ENSMUST00000162409.2	formin binding protein 1-like 	34	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.13	< 0.1
Pou4f1	ENSMUST00000053016.9	POU domain, class 4, transcription factor 1 	64	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.19	< 0.1
Pdhb	ENSMUST00000022268.8	pyruvate dehydrogenase (lipoamide) beta 	1194	2	0	0	2	0	mmu-miR-146a-3p	-0.07	-0.44	< 0.1
Pde3a	ENSMUST00000043259.8	phosphodiesterase 3A, cGMP inhibited 	654	2	1	1	0	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
4933415A04Rik	ENSMUST00000056256.2	RIKEN cDNA 4933415A04 gene 	19	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.29	< 0.1
Golim4	ENSMUST00000117242.2	golgi integral membrane protein 4 	720	2	0	2	0	2	mmu-miR-146a-3p	-0.07	-0.09	< 0.1
Vcpip1	ENSMUST00000057438.6	valosin containing protein (p97)/p47 complex interacting protein 1 	1069	2	0	1	1	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Atp5g1	ENSMUST00000090541.6	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) 	55	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.24	< 0.1
Wscd1	ENSMUST00000021168.8	WSC domain containing 1 	716	1	0	0	1	3	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Adamts18	ENSMUST00000093113.4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Cdc42ep1	ENSMUST00000059619.1	CDC42 effector protein (Rho GTPase binding) 1 	1544	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Cnnm4	ENSMUST00000153128.1	cyclin M4 	86	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gprasp2	ENSMUST00000173804.2	G protein-coupled receptor associated sorting protein 2 	97	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Fam102a	ENSMUST00000048375.5	family with sequence similarity 102, member A 	206	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ano7	ENSMUST00000186641.1	anoctamin 7 	33	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Olfr1512	ENSMUST00000071221.1	olfactory receptor 1512 	26	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Tmem167b	ENSMUST00000090546.5	transmembrane protein 167B 	614	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Zkscan6	ENSMUST00000018491.7	zinc finger with KRAB and SCAN domains 6 	80	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Ppm1a	ENSMUST00000021514.8	protein phosphatase 1A, magnesium dependent, alpha isoform 	1065	4	0	4	0	1	mmu-miR-146a-3p	-0.07	-0.17	< 0.1
St8sia6	ENSMUST00000003509.8	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 	194	1	0	1	0	3	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
1700084C01Rik	ENSMUST00000094348.3	RIKEN cDNA 1700084C01 gene 	56	2*	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.17	< 0.1
Dhrs7b	ENSMUST00000108718.1	dehydrogenase/reductase (SDR family) member 7B 	1303	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.11	< 0.1
Pif1	ENSMUST00000047099.6	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae) 	7	1	0	1	0	2	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Cdyl2	ENSMUST00000109102.2	chromodomain protein, Y chromosome-like 2 	62	1	0	0	1	2	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Mocs2	ENSMUST00000183407.1	molybdenum cofactor synthesis 2 	1728	3	1	1	1	2	mmu-miR-146a-3p	-0.07	-0.24	< 0.1
Rufy2	ENSMUST00000119567.2	RUN and FYVE domain-containing 2 	362	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Herc6	ENSMUST00000031817.8	hect domain and RLD 6 	69	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Gm12216	ENSMUST00000120776.2	predicted gene 12216 	28	2	0	0	2	2	mmu-miR-146a-3p	-0.07	-0.17	< 0.1
Lztfl1	ENSMUST00000026274.8	leucine zipper transcription factor-like 1 	549	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.18	< 0.1
Fer1l6	ENSMUST00000161028.1	fer-1-like 6 (C. elegans) 	59	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Ubr7	ENSMUST00000046404.6	ubiquitin protein ligase E3 component n-recognin 7 (putative) 	1403	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Uprt	ENSMUST00000087867.5	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae) 	58	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.15	< 0.1
Arhgef6	ENSMUST00000033468.5	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 	165	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Pip4k2b	ENSMUST00000018691.8	phosphatidylinositol-5-phosphate 4-kinase, type II, beta 	761	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Spin4	ENSMUST00000096367.4	spindlin family, member 4 	90	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Dbt	ENSMUST00000000349.6	dihydrolipoamide branched chain transacylase E2 	2152	1	1	0	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
C78339	ENSMUST00000099547.3	expressed sequence C78339 	3387	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
AW549877	ENSMUST00000046633.8	expressed sequence AW549877 	790	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.14	< 0.1
Smurf2	ENSMUST00000103067.4	SMAD specific E3 ubiquitin protein ligase 2 	2823	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	2	1	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Ltn1	ENSMUST00000039449.7	listerin E3 ubiquitin protein ligase 1 	1140	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.19	< 0.1
Nrp2	ENSMUST00000102822.3	neuropilin 2 	892	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Klk13	ENSMUST00000066834.6	kallikrein related-peptidase 13 	46	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.15	< 0.1
Thumpd1	ENSMUST00000033236.7	THUMP domain containing 1 	80	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Add2	ENSMUST00000032069.5	adducin 2 (beta) 	13	1	0	0	1	5	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Siglec1	ENSMUST00000028794.4	sialic acid binding Ig-like lectin 1, sialoadhesin 	95	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Cass4	ENSMUST00000103073.3	Cas scaffolding protein family member 4 	48	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Iglon5	ENSMUST00000107974.1	IgLON family member 5 	23	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Gpr165	ENSMUST00000033554.4	G protein-coupled receptor 165 	16	1	1	0	0	1	mmu-miR-146a-3p	-0.07	-0.10	< 0.1
Serpini1	ENSMUST00000029423.8	serine (or cysteine) peptidase inhibitor, clade I, member 1 	174	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.34	< 0.1
Sufu	ENSMUST00000039922.7	suppressor of fused homolog (Drosophila) 	299	2	0	1	1	0	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Armc9	ENSMUST00000027434.9	armadillo repeat containing 9 	21	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Traf3	ENSMUST00000117269.2	TNF receptor-associated factor 3 	465	1	1	0	0	3	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Api5	ENSMUST00000028617.6	apoptosis inhibitor 5 	60	1	0	1	0	1	mmu-miR-146a-3p	-0.07	-0.19	< 0.1
Chsy1	ENSMUST00000036372.6	chondroitin sulfate synthase 1 	945	3	1	0	2	0	mmu-miR-146a-3p	-0.07	-0.12	< 0.1
Kcnb1	ENSMUST00000059826.8	potassium voltage gated channel, Shab-related subfamily, member 1 	175	3	0	2	1	3	mmu-miR-146a-3p	-0.07	-0.11	< 0.1
Mtf1	ENSMUST00000030723.2	metal response element binding transcription factor 1 	419	3	1	2	0	1	mmu-miR-146a-3p	-0.07	-0.08	< 0.1
Sdc2	ENSMUST00000022871.5	syndecan 2 	5182	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.16	< 0.1
Dsc3	ENSMUST00000115848.3	desmocollin 3 	5	2	1	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Rps6ka2	ENSMUST00000024575.6	ribosomal protein S6 kinase, polypeptide 2 	5	1	0	0	1	1	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Pdcd11	ENSMUST00000072141.2	programmed cell death 11 	391	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Nyap2	ENSMUST00000068275.6	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2 	5	1	0	0	1	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
Rad51	ENSMUST00000028795.4	RAD51 homolog 	2474	1	0	1	0	0	mmu-miR-146a-3p	-0.07	-0.07	< 0.1
