Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
AI118078	ENSMUST00000085754.4	expressed sequence AI118078 	37	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Dcx	ENSMUST00000033642.4	doublecortin 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Gpr133	ENSMUST00000056617.8	G protein-coupled receptor 133 	721	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Ajap1	ENSMUST00000105646.2	adherens junction associated protein 1 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Ntrk3	ENSMUST00000039431.8	neurotrophic tyrosine kinase, receptor, type 3 	19	2	0	1	1	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
FMN1	ENSMUST00000081349.7	formin 1 (Fmn1), transcript variant 4, mRNA 	178	2	1	1	0	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Atad2	ENSMUST00000038194.3	ATPase family, AAA domain containing 2 	4791	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Dffa	ENSMUST00000030816.3	DNA fragmentation factor, alpha subunit 	226	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
Vps33a	ENSMUST00000031388.8	vacuolar protein sorting 33A (yeast) 	287	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Rragd	ENSMUST00000098190.4	Ras-related GTP binding D 	358	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.10	< 0.1
Zc3hav1l	ENSMUST00000058524.2	zinc finger CCCH-type, antiviral 1-like 	144	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Nkx6-2	ENSMUST00000106095.2	NK6 homeobox 2 	10	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.19	< 0.1
Flrt1	ENSMUST00000113383.2	fibronectin leucine rich transmembrane protein 1 	74	1	0	1	0	2	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Mafg	ENSMUST00000058162.8	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) 	999	1	0	1	0	2	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Clec1a	ENSMUST00000037481.7	C-type lectin domain family 1, member a 	197	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.40	< 0.1
Slc1a2	ENSMUST00000080210.4	solute carrier family 1 (glial high affinity glutamate transporter), member 2 	383	2	0	0	2	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Hip1	ENSMUST00000060311.8	huntingtin interacting protein 1 	1166	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Shc1	ENSMUST00000191485.1	src homology 2 domain-containing transforming protein C1 	143	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
Spred3	ENSMUST00000048923.6	sprouty-related, EVH1 domain containing 3 	33	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.07	< 0.1
Cct6b	ENSMUST00000021040.4	chaperonin containing Tcp1, subunit 6b (zeta) 	25	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
Pou2f2	ENSMUST00000175774.3	POU domain, class 2, transcription factor 2 	8	2	0	1	1	2	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Gucy2e	ENSMUST00000021259.3	guanylate cyclase 2e 	5	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Ppp2r2c	ENSMUST00000031003.7	protein phosphatase 2, regulatory subunit B, gamma 	7	2	1	0	1	1	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Edaradd	ENSMUST00000179308.1	EDAR (ectodysplasin-A receptor)-associated death domain 	27	2	0	0	2	1	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Wdr52	ENSMUST00000099742.3	WD repeat domain 52 	92	2	1	0	1	0	mmu-miR-146b-3p	-0.03	-0.10	< 0.1
Syvn1	ENSMUST00000138532.2	synovial apoptosis inhibitor 1, synoviolin 	1040	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Igfbpl1	ENSMUST00000044297.6	insulin-like growth factor binding protein-like 1 	33	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
Rab11fip4	ENSMUST00000017783.7	RAB11 family interacting protein 4 (class II) 	123	1	1	0	0	2	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Eme2	ENSMUST00000119848.2	essential meiotic endonuclease 1 homolog 2 (S. pombe) 	350	2	0	1	1	1	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
AI314180	ENSMUST00000102889.4	expressed sequence AI314180 	955	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.11	< 0.1
Rtf1	ENSMUST00000028767.8	Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) 	1126	1	1	0	0	1	mmu-miR-146b-3p	-0.03	-0.16	< 0.1
6030419C18Rik	ENSMUST00000085658.4	RIKEN cDNA 6030419C18 gene 	82	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Abl2	ENSMUST00000166172.3	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) 	860	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Sfn	ENSMUST00000057311.3	stratifin 	33	1	0	0	1	5	mmu-miR-146b-3p	-0.03	-0.11	< 0.1
Ikzf4	ENSMUST00000133342.2	IKAROS family zinc finger 4 	87	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Slc9a3	ENSMUST00000036208.6	solute carrier family 9 (sodium/hydrogen exchanger), member 3 	460	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Hspa4l	ENSMUST00000077083.7	heat shock protein 4 like 	2273	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Chst11	ENSMUST00000040110.7	carbohydrate sulfotransferase 11 	48	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
St6galnac2	ENSMUST00000079545.5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 	135	2	0	1	1	1	mmu-miR-146b-3p	-0.03	-0.25	< 0.1
Cnnm2	ENSMUST00000099373.5	cyclin M2 	538	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Ppp2r5e	ENSMUST00000021447.7	protein phosphatase 2, regulatory subunit B', epsilon 	566	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
G3bp1	ENSMUST00000018727.3	GTPase activating protein (SH3 domain) binding protein 1 	1747	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Plxna1	ENSMUST00000163139.2	plexin A1 	558	2	0	1	1	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Chn1	ENSMUST00000112024.4	chimerin 1 	93	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Mfsd12	ENSMUST00000044844.8	major facilitator superfamily domain containing 12 	356	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Tmx4	ENSMUST00000038228.5	thioredoxin-related transmembrane protein 4 	513	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Cers4	ENSMUST00000008350.10	ceramide synthase 4 	826	3	0	0	3	0	mmu-miR-146b-3p	-0.03	-0.25	< 0.1
Desi1	ENSMUST00000152227.2	desumoylating isopeptidase 1 	604	2	0	1	1	1	mmu-miR-146b-3p	-0.03	-0.24	< 0.1
Slc14a1	ENSMUST00000091813.6	solute carrier family 14 (urea transporter), member 1 	19	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Cd22	ENSMUST00000019248.7	CD22 antigen 	40	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.24	< 0.1
Tanc2	ENSMUST00000100330.4	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 	397	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Map3k3	ENSMUST00000002044.9	mitogen-activated protein kinase kinase kinase 3 	437	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Disc1	ENSMUST00000118942.2	disrupted in schizophrenia 1 	66	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Ralb	ENSMUST00000004565.9	v-ral simian leukemia viral oncogene homolog B (ras related) 	106	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.10	< 0.1
9130213A22Rik	ENSMUST00000180487.1	RIKEN cDNA 9130213A22 gene 	23	1	0	0	1	2	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
P2rx3	ENSMUST00000028465.8	purinergic receptor P2X, ligand-gated ion channel, 3 	75	2	0	2	0	1	mmu-miR-146b-3p	-0.03	-0.11	< 0.1
Slc5a12	ENSMUST00000111026.2	solute carrier family 5 (sodium/glucose cotransporter), member 12 	1356	1*	0	0	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Agpat3	ENSMUST00000001240.6	1-acylglycerol-3-phosphate O-acyltransferase 3 	2432	4	0	1	3	1	mmu-miR-146b-3p	-0.03	-0.22	< 0.1
Spock1	ENSMUST00000185502.1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 	7	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Snupn	ENSMUST00000068856.4	snurportin 1 	111	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Gm15737	ENSMUST00000113434.1	predicted gene 15737 	10	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Kif16b	ENSMUST00000043589.7	kinesin family member 16B 	222	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Dennd4b	ENSMUST00000129564.2	DENN/MADD domain containing 4B 	399	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
C77370	ENSMUST00000118314.2	expressed sequence C77370 	9	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Stxbp5l	ENSMUST00000114787.2	syntaxin binding protein 5-like 	46	1	1	0	0	1	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Tfec	ENSMUST00000031533.7	transcription factor EC 	97	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.16	< 0.1
Zfp831	ENSMUST00000059452.5	zinc finger protein 831 	7	2	0	1	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Nubp1	ENSMUST00000023146.4	nucleotide binding protein 1 	855	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.38	< 0.1
Ubtd2	ENSMUST00000051053.4	ubiquitin domain containing 2 	77	1	0	0	1	2	mmu-miR-146b-3p	-0.03	-0.23	< 0.1
Scube1	ENSMUST00000171496.2	signal peptide, CUB domain, EGF-like 1 	18	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.09	< 0.1
Bcl7c	ENSMUST00000106282.2	B cell CLL/lymphoma 7C 	163	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Slc4a8	ENSMUST00000023776.7	solute carrier family 4 (anion exchanger), member 8 	103	2	0	2	0	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Camk1d	ENSMUST00000044009.8	calcium/calmodulin-dependent protein kinase ID 	507	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Fam104a	ENSMUST00000120194.1	family with sequence similarity 104, member A 	631	1	0	1	0	0	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Ddi2	ENSMUST00000102484.4	DNA-damage inducible protein 2 	2606	1	0	0	1	2	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Thsd7a	ENSMUST00000046121.7	thrombospondin, type I, domain containing 7A 	91	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Sorl1	ENSMUST00000060989.8	sortilin-related receptor, LDLR class A repeats-containing 	1091	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Gpr107	ENSMUST00000056433.6	G protein-coupled receptor 107 	808	1	1	0	0	1	mmu-miR-146b-3p	-0.03	-0.20	< 0.1
Znhit6	ENSMUST00000098534.4	zinc finger, HIT type 6 	134	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Cdk12	ENSMUST00000107539.2	cyclin-dependent kinase 12 	1429	2	1	0	1	0	mmu-miR-146b-3p	-0.03	-0.11	< 0.1
Ankef1	ENSMUST00000121717.1	ankyrin repeat and EF-hand domain containing 1 	28	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Ankdd1a	ENSMUST00000061766.5	ankyrin repeat and death domain containing 1A 	1	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Mau2	ENSMUST00000050561.7	MAU2 chromatid cohesion factor homolog (C. elegans) 	1197	1	0	0	1	3	mmu-miR-146b-3p	-0.03	-0.08	< 0.1
Hsf5	ENSMUST00000093956.3	heat shock transcription factor family member 5 	29	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.07	< 0.1
Adcy1	ENSMUST00000020706.4	adenylate cyclase 1 	52	2	0	2	0	0	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Gbp8	ENSMUST00000031235.7	guanylate-binding protein 8 	29	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Ddost	ENSMUST00000030538.4	dolichyl-di-phosphooligosaccharide-protein glycotransferase 	4156	1	1	0	0	0	mmu-miR-146b-3p	-0.03	-0.30	< 0.1
Oprd1	ENSMUST00000056336.1	opioid receptor, delta 1 	11	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Lurap1	ENSMUST00000030469.4	leucine rich adaptor protein 1 	175	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.07	< 0.1
B3gnt3	ENSMUST00000034260.7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 	58	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.21	< 0.1
Plekhf2	ENSMUST00000054776.3	pleckstrin homology domain containing, family F (with FYVE domain) member 2 	208	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.23	< 0.1
Pmpca	ENSMUST00000076431.7	peptidase (mitochondrial processing) alpha 	4634	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.14	< 0.1
Rab3d	ENSMUST00000115351.4	RAB3D, member RAS oncogene family 	323	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.10	< 0.1
Aarsd1	ENSMUST00000070395.8	alanyl-tRNA synthetase domain containing 1 	161	1	0	1	0	1	mmu-miR-146b-3p	-0.03	-0.18	< 0.1
Snrpg	ENSMUST00000089558.5	small nuclear ribonucleoprotein polypeptide G 	6	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.12	< 0.1
Bcorl1	ENSMUST00000136348.2	BCL6 co-repressor-like 1 	306	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.05	< 0.1
Mars2	ENSMUST00000061334.9	methionine-tRNA synthetase 2 (mitochondrial) 	450	1	0	0	1	1	mmu-miR-146b-3p	-0.03	-0.04	< 0.1
Krt9	ENSMUST00000059707.2	keratin 9 	5	1	0	0	1	0	mmu-miR-146b-3p	-0.03	-0.03	< 0.1
Dach2	ENSMUST00000113380.2	dachshund 2 (Drosophila) 	39	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.20	< 0.1
Golga7b	ENSMUST00000122375.2	golgi autoantigen, golgin subfamily a, 7B 	131	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Tor3a	ENSMUST00000079625.5	torsin family 3, member A 	245	3	0	1	2	0	mmu-miR-146b-3p	-0.02	-0.26	< 0.1
Aldh1l2	ENSMUST00000020497.8	aldehyde dehydrogenase 1 family, member L2 	128	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.07	< 0.1
Fcgr2b	ENSMUST00000027966.8	Fc receptor, IgG, low affinity IIb 	499	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Tert	ENSMUST00000022104.7	telomerase reverse transcriptase 	25	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Bace1	ENSMUST00000034591.5	beta-site APP cleaving enzyme 1 	924	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Dhrs13	ENSMUST00000021187.6	dehydrogenase/reductase (SDR family) member 13 	390	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Paox	ENSMUST00000026537.6	polyamine oxidase (exo-N4-amino) 	21	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Kank2	ENSMUST00000034717.5	KN motif and ankyrin repeat domains 2 	744	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Arrb1	ENSMUST00000098266.3	arrestin, beta 1 	3433	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Sftpb	ENSMUST00000183018.2	surfactant associated protein B 	29821	2	0	2	0	0	mmu-miR-146b-3p	-0.02	-0.31	< 0.1
P2ry2	ENSMUST00000037540.3	purinergic receptor P2Y, G-protein coupled 2 	184	1	1	0	0	0	mmu-miR-146b-3p	-0.02	-0.25	< 0.1
Daam2	ENSMUST00000057610.6	dishevelled associated activator of morphogenesis 2 	28	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.07	< 0.1
Ptgfr	ENSMUST00000029670.5	prostaglandin F receptor 	172	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Slc17a3	ENSMUST00000166467.2	solute carrier family 17 (sodium phosphate), member 3 	1837	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.15	< 0.1
Olfr920	ENSMUST00000074740.2	olfactory receptor 920 	12	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.09	< 0.1
Sdk2	ENSMUST00000041627.8	sidekick homolog 2 (chicken) 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Ncan	ENSMUST00000002412.8	neurocan 	16	2	0	1	1	0	mmu-miR-146b-3p	-0.02	-0.06	< 0.1
A530064D06Rik	ENSMUST00000027764.8	RIKEN cDNA A530064D06 gene 	7	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.09	< 0.1
Fam135b	ENSMUST00000022953.8	family with sequence similarity 135, member B 	7	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Tead3	ENSMUST00000154873.2	TEA domain family member 3 	190	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
U2surp	ENSMUST00000079659.6	U2 snRNP-associated SURP domain containing 	2101	2	1	0	1	0	mmu-miR-146b-3p	-0.02	-0.31	< 0.1
Lrtm1	ENSMUST00000055662.2	leucine-rich repeats and transmembrane domains 1 	600	1	0	0	1	2	mmu-miR-146b-3p	-0.02	-0.05	< 0.1
Jmjd4	ENSMUST00000108777.4	jumonji domain containing 4 	760	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.16	< 0.1
Gm27029	ENSMUST00000107257.2	predicted gene, 27029 	161	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.17	< 0.1
Jmjd6	ENSMUST00000047616.4	jumonji domain containing 6 	30	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.06	< 0.1
Bri3bp	ENSMUST00000049040.9	Bri3 binding protein 	6210	2	2	0	0	2	mmu-miR-146b-3p	-0.02	-0.42	< 0.1
D630002J18Rik	ENSMUST00000181854.1	RIKEN cDNA D630002J18 gene 	7	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Camk2b	ENSMUST00000109813.3	calcium/calmodulin-dependent protein kinase II, beta 	16	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.07	< 0.1
Gltscr1l	ENSMUST00000040624.5	GLTSCR1-like 	257	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Knstrn	ENSMUST00000134661.2	kinetochore-localized astrin/SPAG5 binding 	691	2	0	0	2	0	mmu-miR-146b-3p	-0.02	-0.27	< 0.1
Fam204a	ENSMUST00000065286.1	family with sequence similarity 204, member A 	1405	1	1	0	0	1	mmu-miR-146b-3p	-0.02	-0.26	< 0.1
Fcrls	ENSMUST00000090986.5	Fc receptor-like S, scavenger receptor 	40	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Gm28049	ENSMUST00000179116.2	predicted gene, 28049 	5	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Cmtr1	ENSMUST00000024816.7	cap methyltransferase 1 	662	2	0	2	0	1	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Fxyd3	ENSMUST00000167369.2	FXYD domain-containing ion transport regulator 3 	21	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Sned1	ENSMUST00000062202.8	sushi, nidogen and EGF-like domains 1 	79	1	1	0	0	1	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Snx29	ENSMUST00000180792.2	sorting nexin 29 	158	1	0	1	0	2	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Cyp4f14	ENSMUST00000179434.2	cytochrome P450, family 4, subfamily f, polypeptide 14 	1536	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.13	< 0.1
Brwd1	ENSMUST00000113829.2	bromodomain and WD repeat domain containing 1 	547	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.08	< 0.1
Milr1	ENSMUST00000147326.3	mast cell immunoglobulin like receptor 1 	13	2	0	0	2	1	mmu-miR-146b-3p	-0.02	-0.16	< 0.1
G2e3	ENSMUST00000054308.7	G2/M-phase specific E3 ubiquitin ligase 	1935	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.10	< 0.1
Atg4b	ENSMUST00000027502.10	autophagy related 4B, cysteine peptidase 	1069	2	0	1	1	2	mmu-miR-146b-3p	-0.02	-0.09	< 0.1
Wbp2nl	ENSMUST00000023089.3	WBP2 N-terminal like 	9	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.05	< 0.1
Mc2r	ENSMUST00000052347.6	melanocortin 2 receptor 	19	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.12	< 0.1
Nr1i3	ENSMUST00000155126.2	nuclear receptor subfamily 1, group I, member 3 	398	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.09	< 0.1
Fam58b	ENSMUST00000059468.5	family with sequence similarity 58, member B 	91	4	1	0	3	0	mmu-miR-146b-3p	-0.02	-0.54	< 0.1
Gpatch8	ENSMUST00000143842.1	G patch domain containing 8 	884	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Dapk3	ENSMUST00000178422.2	death-associated protein kinase 3 	686	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Timm10b	ENSMUST00000106783.2	translocase of inner mitochondrial membrane 10B 	7617	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.31	< 0.1
Taok1	ENSMUST00000017435.5	TAO kinase 1 	1659	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Zfp386	ENSMUST00000183125.1	zinc finger protein 386 (Kruppel-like) 	462	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Ube2s	ENSMUST00000079496.7	ubiquitin-conjugating enzyme E2S 	27	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.16	< 0.1
Ccdc13	ENSMUST00000135986.3	coiled-coil domain containing 13 	23	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Tln1	ENSMUST00000030187.8	talin 1 	274	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Dcdc2a	ENSMUST00000069614.6	doublecortin domain containing 2a 	106	2	0	2	0	0	mmu-miR-146b-3p	-0.02	-0.08	< 0.1
Insr	ENSMUST00000091291.4	insulin receptor 	583	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Cdc26	ENSMUST00000084525.6	cell division cycle 26 	16	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.03	< 0.1
Lmod1	ENSMUST00000059352.2	leiomodin 1 (smooth muscle) 	104	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.08	< 0.1
Btbd19	ENSMUST00000183310.1	BTB (POZ) domain containing 19 	103	2	0	1	1	1	mmu-miR-146b-3p	-0.02	-0.16	< 0.1
Sptlc2	ENSMUST00000021424.4	serine palmitoyltransferase, long chain base subunit 2 	1243	1	1	0	0	0	mmu-miR-146b-3p	-0.02	-0.08	< 0.1
Zfp397	ENSMUST00000060762.4	zinc finger protein 397 	563	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.12	< 0.1
Purb	ENSMUST00000179343.2	purine rich element binding protein B 	1875	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Cdc25a	ENSMUST00000094324.3	cell division cycle 25A 	862	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Fbxl22	ENSMUST00000056890.8	F-box and leucine-rich repeat protein 22 	626	2	0	0	2	1	mmu-miR-146b-3p	-0.02	-0.24	< 0.1
Gltscr2	ENSMUST00000044158.8	glioma tumor suppressor candidate region gene 2 	11	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.12	< 0.1
Cd300a	ENSMUST00000106582.3	CD300A antigen 	31	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.14	< 0.1
Tram2	ENSMUST00000037998.5	translocating chain-associating membrane protein 2 	195	1	0	0	1	1	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Zbtb4	ENSMUST00000108639.2	zinc finger and BTB domain containing 4 	777	1	0	1	0	1	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Rps3a1	ENSMUST00000029722.6	ribosomal protein S3A1 	25	1	1	0	0	0	mmu-miR-146b-3p	-0.02	-0.25	< 0.1
Kif3c	ENSMUST00000020999.5	kinesin family member 3C 	103	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Klhdc7a	ENSMUST00000105031.3	kelch domain containing 7A 	119	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.02	< 0.1
Nubpl	ENSMUST00000040090.10	nucleotide binding protein-like 	103	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.11	< 0.1
1700067K01Rik	ENSMUST00000060357.8	RIKEN cDNA 1700067K01 gene 	15	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.12	< 0.1
Cml2	ENSMUST00000045008.7	camello-like 2 	681	1	1	0	0	0	mmu-miR-146b-3p	-0.02	-0.38	< 0.1
Lrp1	ENSMUST00000049149.9	low density lipoprotein receptor-related protein 1 	335	1	0	1	0	0	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Cntn2	ENSMUST00000086521.5	contactin 2 	67	2	0	2	0	2	mmu-miR-146b-3p	-0.02	-0.04	< 0.1
Lrch2	ENSMUST00000112819.3	leucine-rich repeats and calponin homology (CH) domain containing 2 	40	1	0	0	1	0	mmu-miR-146b-3p	-0.02	-0.07	< 0.1
